Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","191","Croatia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","41.93","A","Official figure"
"TM","Detailed trade matrix","191","Croatia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","53.23","A","Official figure"
"TM","Detailed trade matrix","191","Croatia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","64.56","A","Official figure"
"TM","Detailed trade matrix","191","Croatia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","45.89","A","Official figure"
"TM","Detailed trade matrix","191","Croatia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","19.03","A","Official figure"
"TM","Detailed trade matrix","191","Croatia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","13.07","A","Official figure"
"TM","Detailed trade matrix","191","Croatia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","3.36","A","Official figure"
"TM","Detailed trade matrix","196","Cyprus","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","0.03","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2001","2001","t","2","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","1","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","0","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","0","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","0","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","0","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","35","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","2","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","2","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","6","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","34.8","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","2.7","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","0.61","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","0.24","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","0.2","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","1.06","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","0.81","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","10.06","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","5.7","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","4.76","A","Official figure"
"TM","Detailed trade matrix","203","Czechia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","4.66","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2001","2001","t","1589","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","2226","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","1042","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","1161","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","2292","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","2503","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","2995","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","3659","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","2987","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","2549","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","3374","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","3177","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","2282","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","2477.9","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","2600.2","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","1588.57","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","1861.63","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","1960.56","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","1925.79","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","3045.64","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","2674.08","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","2440.91","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","2294.35","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","2761.39","A","Official figure"
"TM","Detailed trade matrix","214","Dominican Republic","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","0.06","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2001","2001","t","2","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","3","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","0","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","0","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","1","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","1","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","1","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","2","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","3","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","3","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","6","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","3","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","3","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","6","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","12.2","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","21.19","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","9.7","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","0.14","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","0.05","A","Official figure"
"TM","Detailed trade matrix","233","Estonia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","0.4","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","0.01","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","0.01","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","0.01","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","0.01","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","0.56","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2001","2001","t","1914","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","1364","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","484","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","453","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","631","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","1899","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","1147","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","988","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","972","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","800","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","2982","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","3562","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","700","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","1388.5","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","4685.6","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","2832.92","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","4619.55","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","3273.54","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","2051.96","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","4173.12","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","3136.85","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","2433.22","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","1743.36","A","Official figure"
"TM","Detailed trade matrix","250","France","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","2098.35","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2001","2001","t","165","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","943","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","770","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","698","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","553","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","321","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","2079","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","1378","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","1089","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","1056","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","1115","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","762","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","885","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","552.7","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","442.4","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","406.52","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","1007.13","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","1284.68","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","1854.1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","2026.08","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","2153.05","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","2274.49","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","2375.44","A","Official figure"
"TM","Detailed trade matrix","276","Germany","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","1685.36","A","Official figure"
"TM","Detailed trade matrix","288","Ghana","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","0.03","A","Official figure"
"TM","Detailed trade matrix","288","Ghana","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","0.07","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","69","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","250","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","163","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","2","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","2","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","18","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","1","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","3","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","2","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","3","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","14","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","13","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","11.7","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","13.4","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","19.24","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","23.83","A","Official figure"
