country,import_country,commodity,measure,year,unit,uk_import_qty_t,data_quality,iso3,log_uk_import_qty_t
Netherlands (Kingdom of the),United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2012,t,2175.0,Official figure,NLD,7.685243607975833
Netherlands (Kingdom of the),United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2013,t,333.0,Official figure,NLD,5.811140992976701
Netherlands (Kingdom of the),United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2014,t,2250.7,Official figure,NLD,7.719440765465614
Netherlands (Kingdom of the),United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2015,t,341.4,Official figure,NLD,5.835979644267587
Netherlands (Kingdom of the),United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2016,t,670.19,Official figure,NLD,6.509052256353095
Netherlands (Kingdom of the),United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2017,t,1110.22,Official figure,NLD,7.013213789838277
Netherlands (Kingdom of the),United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2018,t,1171.91,Official figure,NLD,7.0672431193671486
Netherlands (Kingdom of the),United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2019,t,1232.91,Official figure,NLD,7.11794326825612
Netherlands (Kingdom of the),United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2020,t,844.14,Official figure,NLD,6.739502294107052
Norway,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2011,t,2.0,Official figure,NOR,1.0986122886681098
Norway,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2012,t,3.0,Official figure,NOR,1.3862943611198906
Norway,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2013,t,4.0,Official figure,NOR,1.6094379124341003
Norway,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2014,t,0.5,Official figure,NOR,0.4054651081081644
Norway,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2017,t,5.8,Official figure,NOR,1.916922612182061
New Zealand,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2012,t,66.0,Official figure,NZL,4.204692619390966
New Zealand,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2013,t,34.0,Official figure,NZL,3.5553480614894135
New Zealand,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2015,t,3.49,Official figure,NZL,1.501852701754163
New Zealand,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2016,t,29.44,Official figure,NZL,3.415757532993485
New Zealand,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2017,t,57.88,Official figure,NZL,4.075501474420621
New Zealand,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2018,t,34.02,Official figure,NZL,3.555919326857706
New Zealand,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2019,t,19.16,Official figure,NZL,3.0037004432031678
New Zealand,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2020,t,22.81,Official figure,NZL,3.170105660498771
Poland,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2010,t,221.0,Official figure,POL,5.402677381872279
Poland,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2011,t,230.0,Official figure,POL,5.442417710521793
Poland,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2012,t,309.0,Official figure,POL,5.736572297479192
Poland,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2013,t,729.0,Official figure,POL,6.593044534142437
Poland,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2014,t,487.8,Official figure,POL,6.191953407857386
Poland,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2015,t,310.4,Official figure,POL,5.741078259399898
Poland,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2016,t,443.63,Official figure,POL,6.097242475636933
Poland,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2017,t,1497.69,Official figure,POL,7.312346672179233
Poland,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2018,t,1305.28,Official figure,POL,7.174938681956572
Poland,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2019,t,1803.83,Official figure,POL,7.498221683506015
Poland,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2020,t,2016.06,Official figure,POL,7.609396284661005
Portugal,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2014,t,0.21,Official figure,PRT,0.19062035960864973
Portugal,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2015,t,2.2,Official figure,PRT,1.1631508098056809
Portugal,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2016,t,6.24,Official figure,PRT,1.979621206397625
Portugal,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2017,t,14.42,Official figure,PRT,2.7356653681351832
Portugal,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2018,t,10.61,Official figure,PRT,2.4518667957098
Portugal,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2019,t,5.42,Official figure,PRT,1.8594181177018698
Portugal,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2020,t,8.53,Official figure,PRT,2.254444717666111
Romania,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2010,t,108.0,Official figure,ROU,4.6913478822291435
Romania,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2011,t,235.0,Official figure,ROU,5.4638318050256105
Romania,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2012,t,781.0,Official figure,ROU,6.661854740545311
Romania,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2013,t,543.0,Official figure,ROU,6.298949246855942
Romania,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2014,t,245.4,Official figure,ROU,5.506956231659364
Romania,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2015,t,239.3,Official figure,ROU,5.481888142742423
Romania,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2016,t,445.45,Official figure,ROU,6.101327411963226
Romania,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2017,t,442.79,Value imputed by a receiving agency,ROU,6.095351477572255
Romania,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2018,t,388.22,Official figure,ROU,5.964144736453019
Romania,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2019,t,360.79,Official figure,ROU,5.891063932999336
Romania,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2020,t,1180.93,Official figure,ROU,7.074903974554165
Slovakia,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2014,t,0.1,Official figure,SVK,0.09531017980432487
Slovakia,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2015,t,0.3,Official figure,SVK,0.262364264467491
Slovakia,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2016,t,0.29,Official figure,SVK,0.2546422183735807
Slovakia,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2017,t,1.15,Official figure,SVK,0.7654678421395714
Slovakia,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2018,t,2.14,Official figure,SVK,1.144222799920162
Slovakia,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2019,t,3.11,Official figure,SVK,1.4134230285081433
Slovakia,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2020,t,4.69,Official figure,SVK,1.7387102481382397
Sweden,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2010,t,1538.0,Official figure,SWE,7.338888133838879
Sweden,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2011,t,1747.0,Official figure,SWE,7.466227556215481
Sweden,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2012,t,874.0,Official figure,SWE,6.774223886357614
Sweden,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2013,t,115.0,Official figure,SWE,4.7535901911063645
Sweden,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2014,t,59.5,Official figure,SWE,4.102643365036796
Sweden,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2015,t,160.7,Official figure,SWE,5.085742766583061
Sweden,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2016,t,31.09,Official figure,SWE,3.4685444551217657
Sweden,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2017,t,14.56,Official figure,SWE,2.7447035187502458
Sweden,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2018,t,108.42,Official figure,SWE,4.69519368863568
Sweden,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2019,t,178.38,Official figure,SWE,5.189506460689857
Sweden,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2020,t,22.9,Official figure,SWE,3.173878458937465
Ukraine,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2010,t,1.0,Official figure,UKR,0.6931471805599453
Ukraine,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2011,t,6.0,Official figure,UKR,1.9459101490553132
Ukraine,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2012,t,6.0,Official figure,UKR,1.9459101490553132
Ukraine,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2013,t,6.0,Official figure,UKR,1.9459101490553132
Ukraine,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2014,t,4.03,Official figure,UKR,1.6154199841116479
Ukraine,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2015,t,0.18,Value imputed by a receiving agency,UKR,0.16551443847757338
Ukraine,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2016,t,0.41,Official figure,UKR,0.3435897043900769
Ukraine,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2017,t,0.07,Official figure,UKR,0.06765864847381481
Ukraine,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2018,t,0.24,Official figure,UKR,0.2151113796169455
Ukraine,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2019,t,0.06,Official figure,UKR,0.058268908123975775
Ukraine,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2020,t,0.04,Official figure,UKR,0.039220713153281295
Uruguay,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2010,t,2313.0,Official figure,URY,7.746732907753622
Uruguay,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2011,t,180.0,Official figure,URY,5.198497031265826
Uruguay,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2012,t,299.0,Official figure,URY,5.703782474656201
Uruguay,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2013,t,109.0,Official figure,URY,4.700480365792417
Uruguay,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2014,t,35.55,Official figure,URY,3.5986811861957873
Uruguay,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2015,t,8.53,Official figure,URY,2.254444717666111
United States of America,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2010,t,55.0,Official figure,USA,4.02535169073515
United States of America,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2011,t,103.0,Official figure,USA,4.6443908991413725
United States of America,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2012,t,190.0,Official figure,USA,5.25227342804663
United States of America,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2013,t,136.0,Official figure,USA,4.919980925828125
United States of America,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2014,t,143.51,Official figure,USA,4.973348709310239
United States of America,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2015,t,15.99,Official figure,USA,2.8326249356838407
United States of America,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2018,t,3.88,Official figure,USA,1.5851452198650557
United States of America,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2019,t,0.67,Official figure,USA,0.5128236264286637
United States of America,United Kingdom of Great Britain and Northern Ireland,Beef and veal preparations nes,Export quantity,2020,t,0.9,Official figure,USA,0.6418538861723948
